Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
-731,,,,,,,,About 732 BCE,Hezekiah got sick and then healed,2 Ki. 20:1-11,https://assetsnffrgf-a.akamaihd.net/assets/m/202022422/univ/art/202022422_univ_lsr_xl.jpg,,,,,Events,
-717,,,,,,,,Before 717 BCE,Micah completes the book of Micah,Mic. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-717,,,,,,,,About 717 BCE,Compiling of Proverbs completed,Prov. 25:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-717,,,,,,,,About 777-about 717 BCE,Micah finishes prophecying,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/14,,,,,Prophets,
-717,,,,,,,,After 778-before 717 BCE,Isaiah finishes prophecying,,https://assetsnffrgf-a.akamaihd.net/assets/m/502012429/univ/art/502012429_univ_sqr_xl.jpg,,,,,Prophets,
-716,,,,,,,,,Manasseh succeeds Hezekiah,2 Ki. 21:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502017168/univ/art/502017168_univ_lsr_lg.jpg,,,,,Kings of Judah,
-661,,,,,,,,,Amon succeeds Manasseh,2 Ki. 21:19,,,,,,Kings of Judah,
-659,,,,,,,,,Josiah succeeds Amon,2 Ki. 22:1,https://wol.jw.org/en/wol/mp/r1/lp-e/jr/2010/12,,,,,Kings of Judah,
-648,,,,,,,,Before 648 BCE,Zephaniah completes the book of Zephaniah,Zeph. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-648,,,,,,,,About 648 BCE,Zephaniah,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/18,,,,,Prophets,
-647,,,,,,,,,Jeremiah commissioned as prophet,"Jer. 1:1, 2, 9, 10",,,,,,Events,
-647,,,,,,,,,Jeremiah begins prophecying,,https://assetsnffrgf-a.akamaihd.net/assets/m/1101978129/univ/art/1101978129_univ_lsr_xl.jpg,,,,,Prophets,
-645,,,,,,,,,New dynasty in Babilon,By Nabopolassar,,,,,,World powers,
-634,,,,,,,,About 634 BCE,Daniel Born,,,,,,,Persons,
-632,,,,,,,,Before 632 BCE,Nahum completes the book of Nahum,Nah. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-632,,,,,,,,Before 632 BCE,Nahum,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/20,,,,,Prophets,
-632,,,,,,,,,Fall of Nineveh,Nah. 3:7 <br>Babylon now in line to become third world power,https://assetsnffrgf-a.akamaihd.net/assets/m/2021647/univ/art/2021647_univ_cnt_3_xl.jpg,,,,,World powers,
-629,,,,,,,,,Josiah dies ,,https://wol.jw.org/en/wol/mp/r1/lp-e/jr/2010/12,,,,,Persons,
-629,,,,,,,,,Egypt secures Carchemish,,,,,,,World powers,
-628,,,,,,,,About 628 BCE,Habakkuk completes the book of Habakkuk,Hab. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-628,,,,,,,,,"Jehoahaz succeeds Josiah, Jehoiakim succeeds Jehoahaz","2 Ki. 23:31, 36",,,,,,Kings of Judah,
-628,,,,,,,,About 628 BCE,Habakuk,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/22,,,,,Prophets,
-625,,,,,,,,,Nebuchadnezzar (II) becomes king of Babylon,Jer. 25:1 (first regnal year counts from Nisan of 624 B.C.E.),,,,,,World powers,
-625,,,,,,,,,Battle at Carchemish,Between Egypt and Babylon <br>Egypt loses all imperial strengh,,,,,,World powers,
-620,,,,,,,,,Babylon begins to dominate Jerusalem,Nebuchadnezzar makes Jehoiakim tributary king <br>2 Ki. 24:1,,,,,,Events,
-618,,,,,,,,,Jehoiakim rebels,Nebuchadnezzar comes against Jerusalem <br>Jehoiakim dies,,,,,,Events,
-618,,,,,,,,,Jehoiachin becomes king after Jehoiakim,"2 Ki. 24:6, 8",,,,,,Kings of Judah,
-617,,,,,,,,,Nebuchadnezzar takes first Jewish captives to Babylon,"Including King Jehoiachin and his mother, and Ezekiel, Daniel, Hananiah, Mishael, and Azariah <br>Dan. 1:1-4; 2 Ki. 24:12-18",https://assetsnffrgf-a.akamaihd.net/assets/m/500100125/univ/art/500100125_univ_cnt_2_lg.jpg,,,,,Events,
-617,,,,,,,,,Zedekiah is made king,2 Ki. 24:12-18,,,,,,Kings of Judah,
-613,,,,,,,,,Ezekiel begins prophesying,Ezek. 1:1-3,,,,,,Prophets,
-609,,,,,,,,,Babylon's siege around Jerusalem,"Zedekiah rebels -> Nebuchadnezzar comes against Judah a 3rd time (2 Ki. 25:1, 2)",,,,,,Events,
-607,,,,,,,,,Jeremiah writes Lamentations,,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-607,,,,,,,,About 607 BCE,Obadiah writes the book of Obadiah,Obad. 1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-607,1,,,,,,,"Abib, 607 BCE",Destruction of Jerusalem,"2 Ki. 25:8-10; Jer. 52:12-14; 2 Ki. 25:25, 26;",https://assetsnffrgf-a.akamaihd.net/assets/m/1102016068/univ/art/1102016068_univ_lsr_xl.jpg,,,,,Events,
-607,10,,,,,,,Seventh month of 607 BCE,Jews abandon Judah,"2 Ki. 25:8-10; Jer. 52:12-14; 2 Ki. 25:25, 26;",,,,,,Events,
-607,,,,,,,,13 years after 607 BCE,Nebuchadnezzar's attack on Tyre,"In about 584 BCE he conquers mainland Tyre, but the island-city remains",,,,,,Events,
-607,,,,,,,,About 607 BCE,Obadiah,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/24,,,,,Prophets,
-607,10,,,,,,,607 BCE-1914 CE,2520 years begins,"7 times (Da 4:16, 25) <br>“Appointed times of the nations” (Lk 21:24)",,,,,,Time periods,
-607,10,,,,,,,607 BCE-537 CE,Jerusalem’s 70-year desolation begins,,,,,,,Time periods,
-605,,,,,,,,,Nebuchadnezzar’s dream about the image,Daniel 2 <br>Daniel is in his late 20's or early 30's,https://assetsnffrgf-a.akamaihd.net/assets/m/1102016070/univ/art/1102016070_univ_lsr_lg.jpg,,,,,Events,
-605,,,,,,,,,Daniel begins prophecying,,https://assetsnffrgf-a.akamaihd.net/assets/a/dp/univ/wpub/dp_univ_lg.jpg,,,,,Prophets,
-602,,,,,,,,,Nebuchadnezzar invades Ammon and Moab,,,,,,,Events,
-592,,,,,,,,,Nebuchadnezzar's vision of the tree,Da 4 <br>Daniel is in his early 40's,https://assetsnffrgf-a.akamaihd.net/assets/m/1102016072/univ/art/1102016072_univ_lsr_xl.jpg,,,,,Events,
-591,,,,,,,,About 591 BCE,Ezekiel completes the book of Ezekiel,Ezek. 40:1; 29:17,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-588,,,,,,,,,Babylon defeats Egypt,37th year of Nebuchadnezzar's reign,,,,,,World powers,
-580,,,,,,,,,Books of 1 and 2 Kings and Jeremiah completed,Jer. 52:31; 2 Ki. 25:27,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-580,,,,,,,,,Jeremiah finishes prophecying,,https://assetsnffrgf-a.akamaihd.net/assets/m/1101978129/univ/art/1101978129_univ_lsr_xl.jpg,,,,,Prophets,
-553,,,,,,,,,Daniel receives vision about 4 wild beasts,Daniel 7 <br>Daniel is in his 80's,https://assetsnffrgf-a.akamaihd.net/assets/m/202017364/univ/art/202017364_univ_cnt_3_xl.jpg,,,,,Events,
-551,,,,,,,,,Daniel receives vision about the ram and male goat,Daniel 8 <br>Daniel is in his 80's,https://wol.jw.org/en/wol/mp/r1/lp-e/la/2001/41,,,,,Events,
-550,,,,,,,,,Persia controls Median Empire,Cyrus ocupies Ecbatana,,,,,,World powers,
-539,,,,,,,,,Fall of Babylon,"By Medes and Persians (Dan. 5:30, 31)",https://wol.jw.org/en/wol/mp/r1/lp-e/it-2/2018/28,,,,,Events,
-539,,,,,,,,,Prophecy of 70 weeks,Daniel 9 <br>Daniel is in his 90's,https://assetsnffrgf-a.akamaihd.net/assets/m/202017363/univ/art/202017363_univ_cnt_1_xl.jpg,,,,,Events,
-539,,,,,,,,,Medo-Persia becomes the fourth world power,"Dan. 5:30, 31",,,,,,World powers,
-538,,,,,,,,,Cyrus becomes king,,https://wol.jw.org/zib/wol/mp/r403/lp-zsl/mwb17/2017/79,,,,,World powers,
-538,,,,,,,,Late 538 or toward the spring of 537 BCE,Decree of Cyrus permitting Jews to return to Jerusalem,"2 Chron. 36:22, 23; Jer. 25:12; 29:10",,,,,,Events,
-537,,,,,,,,,Jews returning to Jerusalem,,https://assetsnffrgf-a.akamaihd.net/assets/m/202016013/univ/art/202016013_univ_cnt_1_xl.jpg,,,,,Events,
-537,,,,,,,,About 537 BCE,Cyrus decree that the temple be rebuilt,In the seventh month: Altar set up; sacrifices offered,,,,,,Events,
-537,,,,,,,,Tishri 537 BCE,Jerusalem’s 70-year desolation ends,By offering the first sacrifice to Jehovah on an altar located in the temple area <br>70 years: 607 BCE-537 CE,,,,,,Time periods,
-536,,,,,,,,,Vision about two rivalry kings,“The king of the north” and “the king of the south” <br>Da 10-12,https://assetsnffrgf-a.akamaihd.net/assets/m/2023521/univ/art/2023521_univ_cnt_3_xl.jpg,,,,,Events,
-536,,,,,,,,About 536 BCE,Daniel finishes prophecying,,https://assetsnffrgf-a.akamaihd.net/assets/a/dp/univ/wpub/dp_univ_lg.jpg,,,,,Prophets,
-536,,,,,,,,About 536 BCE,Daniel completes the book of Daniel,Dan. 10:1,https://assetsnffrgf-a.akamaihd.net/assets/a/dp/univ/wpub/dp_univ_lg.jpg,,,,,Bible writing,
-536,,,,,,,,,Foundation of temple laid by Zerubbabel,Ezra 3:8-10 <br>After this a period of extrem opposition begins,https://assetsnffrgf-a.akamaihd.net/assets/m/202016010/univ/art/202016010_univ_cnt_1_xl.jpg,,,,,Events,
-530,,,,,,,,,Cyrus the Great dies,Ezra 1:1,https://wol.jw.org/zib/wol/mp/r403/lp-zsl/mwb17/2017/79,,,,,Events,
-530,,,,,,,,,Cambyses (Ahasuerus) begins his rule in Persia,Rules from 530-522 BCE <br>Ezra 4:6,https://upload.wikimedia.org/wikipedia/commons/1/18/Stela_Cambyses_Apis_closeup.jpg,,,,,Events,
-522,,,,,,,,,Persian king Cambyses (Ahasuerus) dies,Rules from 530-522 BCE <br>Ezra 4:6,https://upload.wikimedia.org/wikipedia/commons/1/18/Stela_Cambyses_Apis_closeup.jpg,,,,,Events,
-522,,,,,,,,,Artaxerxes-Bardiya (Gaumata),Assassinated after reigning only 7 months <br>Ezra 4:7,https://upload.wikimedia.org/wikipedia/commons/6/6a/Gaumata_portrait_on_the_Behistun_inscription.jpg,,,,,Events,
-522,,,,,,,,,Ban put on temple-building work,"By Artaxerxes-Bardiya (Gaumata) <br>Ezra 4:23, 24",,,,,,Events,
-522,,,,,,,,,Darius I begins his rule in Persia,Rules:522-486 BCE <br>Ezra 4:24,https://upload.wikimedia.org/wikipedia/commons/0/01/Darius_I_%28The_Great%29.jpg,,,,,Events,
-520,,,,,,,,,Ban on temple-building removed,,,,,,,Events,
-520,,,,,,,,,Haggai,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/26,,,,,Prophets,
-520,,,,,,,,,Haggai completes the book of Haggai,Hag. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-520,,,,,,,,,Zechariah begins prophecying,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/28,,,,,Prophets,
-518,,,,,,,,,Zechariah finishes prophecying,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/28,,,,,Prophets,
-518,,,,,,,,,Zechariah completes the book of Zechariah,Zech. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-515,,,,,,,,,Temple rebuilt,"Zerubbabel completes second temple <br>Ezra 6:14, 15",https://assetsnffrgf-a.akamaihd.net/assets/m/202016010/univ/art/202016010_univ_cnt_1_xl.jpg,,,,,Events,
-498,,,,,,,,498 BCE or before,Birth of Ezra ,,,,,,,Persons,
-496,,,,,,,,,Xerxes (Ahasuerus) becomes coregent with Darius I,Coregent with Darius from 496-486 BCE <br>Rules until 475 BCE,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013261/univ/art/1102013261_univ_cnt_4_xl.jpg,,,,,Events,
-493,,,,,,,,,Queen Vashti refuses to obey,Esther 1,,,,,,Events,
-488,,,,,,,,,12-month treatment of the virgins begins,Esther 2:12,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013261/univ/art/1102013261_univ_cnt_3_xl.jpg,,,,,Events,
-489,,,,,,,,,Esther becomes queen,Mordecai exposes a plot <>Esther 2,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013262/univ/art/1102013262_univ_lsr_xl.jpg,,,,,Events,
-489,,,,,,,,489-484 BCE,Haman exalted,Esther 3:1-4,https://assetsnffrgf-a.akamaihd.net/assets/m/502012403/univ/art/502012403_univ_lsr_lg.jpg,,,,,Events,
-486,,,,,,,,,Rule of Persian king Darius I finishes his rule,Rules:522-486 BCE <br>Xerxes (Ahasuerus) rules as a coregent from 496-486 BCE <br>Ezra 4:24,https://upload.wikimedia.org/wikipedia/commons/0/01/Darius_I_%28The_Great%29.jpg,,,,,Events,
-484,,,,,,,,,Jews rescued due to Esther's intervention,Esther 3-10,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013262/univ/art/1102013262_univ_cnt_2_xl.jpg,,,,,Events,
-475,,,,,,,,,Persian king Xerxes (Ahasuerus) dies,Coregent with Darius from 496-486 BCE <br>Rules until 475 BCE,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013261/univ/art/1102013261_univ_cnt_4_xl.jpg,,,,,Events,
-475,,,,,,,,,Persian king Artaxerxes Longimanus begins his rule,475-424 BCE <br>Ezra 7:1,https://upload.wikimedia.org/wikipedia/commons/1/10/Artaxerxes_I_at_Naqsh-e_Rostam.jpg,,,,,Events,
-475,,,,,,,,About 475 BCE,Mordecai completes the book of Esther,Esther 3:7; 9:32,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-468,,,,,,,,,Ezra and priests return to Jerusalem,Ezra 7:7,,,,,,Events,
-460,,,,,,,,About 460 BCE,Ezra completes the books of 1 and 2 Chronicles and Ezra; final compilation of Psalms,Ezra 1:1; 2 Chron. 36:22,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-455,,,,,,,,,Jerusalem’s walls rebuilt by Nehemiah,"Neh. 1:1; 2:1, 11; 6:15",,,,,,Events,
-455,,,,,,,,455 BCE-36 CE,70 weeks begins,Dan. 9:24-27,,,,,,Time periods,
-443,,,,,,,,After 443 BCE,Nehemiah completes the book of Nehemiah,Neh. 5:14,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-443,,,,,,,,After 443 BCE,Malachi,,https://wol.jw.org/en/wol/mp/r1/lp-e/jd/2006/30,,,,,Prophets,
-443,,,,,,,,After 443 BCE,Malachi completes the book of Malachi,Mal. 1:1,https://assetsnffrgf-a.akamaihd.net/assets/m/502012493/univ/art/502012493_univ_lsr_xl.jpg,,,,,Bible writing,
-424,,,,,,,,,Persian king Artaxerxes Longimanus finishes his rule,475-424 BCE <br>Ezra 7:1,https://upload.wikimedia.org/wikipedia/commons/1/10/Artaxerxes_I_at_Naqsh-e_Rostam.jpg,,,,,Events,
-406,,,,,,,,,Rebuilding of Jerusalem is evidently completed,Dan. 9:25,,,,,,Events,
-333,,,,,,,,,Battle of Issus,Prophecy against Damascus fulfilled <br>Zec 9:9,,,,,,Events,
-332,,,,,,,,,"Destruction of Tyre, island city","The Greek army, commanded by Alexander the Great, destroys the island-city of Tyre",https://wol.jw.org/en/wol/mp/r1/lp-e/mwb17/2017/615,,,,,Events,
-332,,,,,,,,,Conquering Philistia,"Alexander conquers Gaza, a Philistine capital city",,,,,,Events,
-332,,,,,,,,,Egypt becomes as inferior kingdom,,,,,,,World powers,
-331,,,,,,,,,"Greece, fifth world power, rules Judea",Dan. 8:21,,,,,,World powers,
-331,,,,,,,,,Alexander the Great conquers Persia,,https://assetsnffrgf-a.akamaihd.net/assets/m/202017253/univ/art/202017253_univ_cnt_3_xl.jpg,,,,,World powers,
-312,,,,,,,,,Seleucus,King of the North in Da 11:5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Seleuco_I_Nicatore.JPG/800px-Seleuco_I_Nicatore.JPG,,,,,King of the North,
-305,,,,,,,,,Ptolemy,King of the South in Da 11:5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ptolemy_I_Soter_Louvre_Ma849.jpg/353px-Ptolemy_I_Soter_Louvre_Ma849.jpg,,,,,King of the South,
-301,,,,,,,,,Greece shared to 4,,,,,,,World powers,
-284,,,,,,,,,Ptolemy II,King of the South in Da 11:6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Ptolemy_II_MAN_Napoli_Inv5600.jpg/330px-Ptolemy_II_MAN_Napoli_Inv5600.jpg,,,,,King of the South,
-280,,,,,,,,About 280 BCE,The Greek Septuagint begun,,,,,,,Bible copy/translation,
-261,,,,,,,,,Antiochus II,King of the North in Da 11:6,https://upload.wikimedia.org/wikipedia/commons/5/50/Antiochos_II_Theos_portrait.jpg,,,,,King of the North,
-246,,,,,,,,,Seleucus II,King of the North in Da 11:7-9,https://upload.wikimedia.org/wikipedia/commons/3/38/Coin_of_Seleucus_II_Callinicus_%28cropped%29%2C_Antioch_mint.jpg,,,,,King of the North,
-246,,,,,,,,,Ptolemy III,King of the South in Da 11:7-9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Ptolomeo_III.JPG/330px-Ptolomeo_III.JPG,,,,,King of the South,
-222,,,,,,,,,Antiochus III,King of the North in Da 11:13-17,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Male_head_wearing_a_head-band_resembling_king_of_Syria_Antiochus_III_%28223%E2%80%93187_BC%29%2C_late_1st_century_BC%E2%80%93early_1st_century_AD%2C_Louvre_Museum_%287462828632%29.jpg/1024px-Male_head_wearing_a_head-band_resembling_king_of_Syria_Antiochus_III_%28223%E2%80%93187_BC%29%2C_late_1st_century_BC%E2%80%93early_1st_century_AD%2C_Louvre_Museum_%287462828632%29.jpg,,,,,King of the North,
-221,,,,,,,,,Ptolemy IV,King of the South in Da 11:10-12,https://upload.wikimedia.org/wikipedia/commons/7/7d/Octadrachm_Ptolemy_IV_BM_CMBMC33.jpg,,,,,King of the South,
-204,,,,,,,,,Ptolemy V,King of the South in Da 11:13-17,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Egypt_-_king_Ptolemaios_V_-_204-203_BC_-_gold_oktadrachm_-_bust_of_Ptolemaios_V_-_cornucopiae_-_Berlin_MK_AM_18203067.jpg/1024px-Egypt_-_king_Ptolemaios_V_-_204-203_BC_-_gold_oktadrachm_-_bust_of_Ptolemaios_V_-_cornucopiae_-_Berlin_MK_AM_18203067.jpg,,,,,King of the South,
-199,,,,,,,,,Antiochus IV,King of the North in Da 11:18-19,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Antiochus_IV_Epiphanes_-_Altes_Museum_-_Berlin_-_Germany_2017.jpg/800px-Antiochus_IV_Epiphanes_-_Altes_Museum_-_Berlin_-_Germany_2017.jpg,,,,,King of the North,
-198,,,,,,,,,Judea comes under Seleucid control,,,,,,,King of the North,
-180,,,,,,,,,Ptolemy VI,King of the South in Da 11:18-19,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ring_with_engraved_portrait_of_Ptolemy_VI_Philometor_%283rd%E2%80%932nd_century_BCE%29_-_2009.jpg/1024px-Ring_with_engraved_portrait_of_Ptolemy_VI_Philometor_%283rd%E2%80%932nd_century_BCE%29_-_2009.jpg,,,,,King of the South,
-167,,,,,,,,,A pagan oltar is erected in the temple,Antiochus IV desecrates the temple by sacrificing there a pig to Zeus,,,,,,Events,
-165,,,,,,,,,Rededication of temple after desecration by Greek idolatry; Festival of Dedication,John 10:22,,,,,,Events,
-164,,,,,,,,,Judas Maccabaeus rededicates the temple to Jehovah,,,,,,,Events,
-146,,,,,,,,,Destruction of Corinth,The Greek city destroyed by Romans,,,,,,Events,
-86,,,,,,,,,Birth of Anna,"Lu 2:36,37",https://wol.jw.org/en/wol/mp/r1/lp-e/w14/2014/293,,,,,Persons,
-63,,,,,,,,,"Rome, sixth world power, rules Jerusalem",John 19:15; Rev. 17:10,,,,,,World powers,
-46,,,,,,,,46 BCE - 44 BCE,Julius Caesar,"Appointed dictator for ten years, but murdered in 44 B.C.E. Title Caesar is taken from his family name",,,,,,Events,
-44,,,,,,,,,Reestablish of Corint,"By Julius Cesar, as a Roman colony <br>Soon after becomes part of the province of Achia",,,,,,Events,
-37,,,,,,,,About 37 BCE,Herod (appointed king by Rome) takes Jerusalem by storm,,,,,,,Events,
-27,,,,,,,,,Caesar Augustus,King of the North in Da 11:20,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Glyptothek_M%C3%BCnchen_%E2%80%93_18.04.2022_%E2%80%93_Augustus_Bevilacqua_%284%29.jpg/800px-Glyptothek_M%C3%BCnchen_%E2%80%93_18.04.2022_%E2%80%93_Augustus_Bevilacqua_%284%29.jpg,,,,,King of the North,
-18,,,,,,,,18 or 17 BCE,Herod begins his rebuilding project in Jerusalem,,https://assetsnffrgf-a.akamaihd.net/assets/m/2015728/univ/art/2015728_univ_cnt_1_xl.jpg,,,,,Events,
-3,7,,,,,,,3 BCE,Gabriel foretells the birth of John,,https://wol.jw.org/en/wol/mp/r1/lp-e/jy/2015/22,,,,,Jesus,
-2,1,,,,,,,2 BCE,Gabriel foretells the birth of Jesus,,https://assetsnffrgf-a.akamaihd.net/assets/m/1102013263/univ/art/1102013263_univ_cnt_2_xl.jpg,,,,,Jesus,
-2,2,,,,,,,2 BCE,Mary visits Elizabeth,,https://wol.jw.org/en/wol/mp/r1/lp-e/jy/2015/35,,,,,Jesus,
-2,3,,,,,,,2 BCE,Birth of John the Baptizer,Luke 1:60; 2:7,https://wol.jw.org/en/wol/mp/r1/lp-e/jy/2015/44,,,,,Persons,
-2,8,,,,,,,2 BCE,Census,,https://wol.jw.org/en/wol/mp/r1/lp-e/jy/2015/66,,,,,Jesus,
-2,10,,,,,,,2 BCE,Birth of Jesus,Luke 1:60; 2:7,,,,,,Jesus,
